cas_number,chemical_id,name,substance,other_name,brand,package_size,storage_location,molecular_weight,density (g/mL),state
1083-30-3,626,BETA-PHENYLPROPIOPHENONE,ω-苄基苯乙酮,,adamas,5g;1g,R1;R8,210.27,1.0614,solid
108-36-1,627,m-Dibromobenzene,"1,3-二溴苯",,adamas,5g,1-3-3,235.9,1.952,liquid
108-39-4,628,m-Cresol,间甲酚,,adamas,25g,4-3-3,108.14,1.034,liquid
108438-43-3,629,1-methylindole-3-carboxylic acid methyl ester,1H-吲哚-3-甲酸甲酯,,adamas,1g,2-4,189.21,1.14,solid
108-44-1,630,m-Toluidine,3-甲基苯胺,,adamas,25g,3-5,107.15,0.999,liquid
108-47-4,631,"2,4-Lutidine","2,4-二甲基吡啶",,adamas,5g,4-2-1,107.15,0.927,liquid
108-48-5,632,"2,6-Lutidine","2,6-二甲基吡啶",,adamas,100ml,4-2-1,107.15,0.92,liquid
108-55-4,633,glutaric anhydride,戊二酸酐,,adamas,100g,2-4,114.1,1.411,solid
108-59-8,634,Dimethyl Malonate,丙二酸二甲酯,,安耐吉;energy,500g;100g,2-4,132.11,1.156,liquid
108-67-8,635,Mesitylene,均三甲苯,,adamas,100ml,1-5-2,120.19,0.864,liquid
108-69-0,636,"3,5-Dimethylaniline","1-氨基-3,5-二甲苯",,adamas,5g,3-5,121.18,0.972,liquid
108-75-8,637,"2,4,6-Trimethylpyridine","2,4,6-三甲基吡啶",,adamas,25ml,4-2-1,121.18,0.917,liquid
108-85-0,638,Bromocyclohexane,溴代环己烷,,毕得,100g,1-3-2,163.06,1.324,liquid
108-86-1,639,Bromobenzene,溴苯,,adamas,100g,1-3,157.01,1.491,liquid
108-89-4,640,4-Methylpyridine,4-甲基吡啶,,adamas,25ml,4-2-1,93.13,0.957,liquid
108-90-7,641,Chlorobenzene,氯苯,,安耐吉,0,1-3B,112.56,1.106,liquid
108915-04-4,642,"2-[(4S)-4,5-dihydro-4-(1-Methylethyl)-2-oxazolyl]- yridine","(S)-2-(4-异丙基-4,5-二氢-噁唑-2-基)-吡啶",,BLD,1g,R4,190.24,1.14,solid
108915-08-8,643,"2-[(4S)-4,5-dihydro-4-(phenylMethyl)-2-oxazolyl]- Pyridine","(S)-2-(4-苄基-4,5-二氢-噁唑-2-基)-吡啶",,BLD,250mg,R4,238.28,1.16,liquid
108-91-8,644,Cyclohexylamine,环己胺,,adamas,100ml,3-5,99.17,0.867,liquid
108-95-2,645,Phenol,苯酚,,安耐吉,1000g,4-3,94.11,1.071,solid
109-02-4,646,4-Methylmorpholine,N-甲基吗啉,,安耐吉,100ml;500ml,3-5;4-2,101.15,0.92,liquid
109-04-6,647,2-Bromopyridine,2-溴吡啶,,毕得,100g,1-3-3,158.0,1.657,solid
109-06-8,648,2-Picoline,2-甲基吡啶,,TCI,100ml,4-2-1,93.13,0.943,liquid
1092775-62-6,649,[Ir{dFCF3ppy}2(bpy)]PF6,"二[2-(2,4-二氟苯基)-5-三氟甲基吡啶][2-2'-联吡啶]铱二(六氟磷酸)盐",,,1g,gR-催化剂,1009.6987322,,solid
109613-00-5,650,4-Acetylphenyltrifluoromethanesulphonate,4-乙酰苯基三氟甲烷磺酸酯,,adamas,1g,2-4,268.21,1.418,liquid
109-65-9,651,n-Butyl bromide,1-溴丁烷,,adamas,100g,1-3-1,137.02,1.276,liquid
109-66-0,652,Pentane,正戊烷,,adamas,500ml,溶剂柜,72.15,0.626,liquid
109-70-6,653,1-Bromo-3-chloropropane,1-溴-3-氯丙烷,,adamas,25g,1-3-1,157.44,1.592,liquid
109-72-8,654,n-Butyllithium,正丁基锂,,安耐吉;adamas,500ml;100ml,R5,64.06,0.68,liquid
109-73-9,655,n-Butylamine,正丁胺,,安耐吉,500ml,3-5,73.14,0.74,liquid
109-77-3,656,Malononitrile,丙二腈,,adamas,100g,3-4,66.06,1.049,solid
109-79-5,657,Butanethiol,丁硫醇,,adamas,25g,R1,90.19,0.842,liquid
109-86-4,658,2-Methoxyethanol,乙二醇甲醚,,adamas,100ml,溶剂柜,76.09,0.965,liquid
109-97-7,659,Pyrrole,吡咯,,adamas,25ml,R9,67.09,0.967,liquid
110-05-4,660,Di-tert-butyl peroxide,二叔丁基过氧化物,,adamas;安耐吉,100g;100ml,R1;R7,146.23,0.796,liquid
110-18-9,661,"N,N,N',N'-Tetramethylethylenediamine","N,N,N',N'-四甲基乙二胺",,安耐吉,100ml,3-5,116.2,0.775,liquid
110-52-1,662,"1,4-Dibromobutane","1,4-二溴丁烷",,adamas,100g,1-3-1,215.91,1.808,liquid
110-53-2,663,1-Bromopentane,1-溴戊烷,,adamas,25g,1-3-2,151.04,1.218,liquid
110-59-8,664,Valeronitrile,戊腈,,adamas,25g,3-4,83.13,0.795,liquid
110-62-3,665,Valeraldehyde,正戊醛,,adamas,100ml,4-3,86.13,0.81,liquid
110-70-3,666,"N,N'-Dimethylethylenediamine","N,N'-二甲基乙二胺",,adamas,25ml,3-5,88.15,0.819,liquid
11077-24-0,667,ferrocenium hexafluorophosphate,二茂铁六氟磷酸,,ADAMAS;安耐吉,0;250mg,gR-催化剂;R7,331.0,,solid
110-83-8,668,Cyclohexene,环己烯,,adamas,100ml,L1,82.14,0.811,liquid
110-86-1,669,Pyridine,吡啶,,安耐吉,100ml;500ml,3-1B;R3,79.1,0.978,liquid
110-87-2,670,"3,4-Dihydro-2H-pyran","3,4-二氢-2H-吡喃 (DHP)",,adamas,100ml,3-4,84.12,0.922,liquid
110-91-8,671,Morpholine,吗啡啉,,adamas,100g,3-5,87.12,0.996,liquid
110-93-0,672,6-Methyl-5-hepten-2-one,甲基庚烯酮,,adamas,100ml,2-3,126.2,0.855,liquid
111-02-4,673,Squalene,反式角鲨烯,,adamas,25ml,R1,410.72,0.858,liquid
111128-12-2,674,2-[4-(Bromomethyl)phenyl]propionic Acid,2-[4-(溴甲基)苯基]丙酸,,adamas,100g,1-4-2,243.1,1.4557,solid
11121-48-5,675,FOOD RED NO 105,食用色素红色105号,,adamas,100mg,3-1,1017.64,,solid
111-26-2,676,Hexylamine,正己胺,,adamas,25ml,3-5,101.19,0.766,liquid
1112-67-0,677,Tetrabutylammonium chloride,四丁基氯化铵,,adamas,500g;100g;5g,7-2;D1-4A,277.92,0.98,solid
1113-38-8,678,Ammonium oxalate,草酸铵,,adamas,25g,6-3,124.1,1.5,solid
111-34-2,679,n-Butyl vinyl ether,乙烯基正丁醚,,安耐吉,25g,3-4,100.16,0.774,liquid
11136-36-0,680,bis(pentamethylcyclopentadienyl)titanium dichloride,双(五甲基环戊烯)二氯化钛,,adamas,0.25g,gR-催化剂,389.23,,solid
111-69-3,681,Adiponitrile,己二腈,,adamas,100g,3-4,108.14,0.951,liquid
111-81-9,682,Methyl 10-Undecenoate,10-十一烯酸甲酯,,adamas,5g,3-4,198.3,0.882,solid
1118-68-9,683,"N,N-Dimethylglycine","N,N-二甲基甘氨酸",,adamas,5g,1-4-2,103.12,1,solid
1118-71-4,684,"2,2,6,6-Tetramethyl-3,5-heptanedione","2,2,6,6-四甲基-3,5-庚二酮",,adamas,25g,2-3,184.28,0.883,solid
1119-51-3,685,5-Bromo-1-pentene,5-溴-1-戊烯,,adamas,25g,R6,149.03,1.258,liquid
1119-60-4,686,6-Heptenoic acid,6-庚酸,,adamas,1g,3-4,128.17,0.946,liquid
1121-07-9,687,N-Methylsuccinimide,N-甲基丁二酰胺,,安耐吉,5g,1-2-3,113.11,1.2416,solid
1121-60-4,688,2-Pyridinecarboxaldehyde,吡啶-2-甲醛,,安耐吉,25g,4-2-3,107.11,1.126,liquid
112245-09-7,689,(R)-tert-leucinol,D-叔亮氨醇,,adamas,5g,2-2,117.19,0.9,solid
112245-13-3,690,(S)-TERT-LEUCINOL,S-叔亮氨醇,,adamas,25g,2-2,117.19,0.9,solid
1122-58-3,691,4-Dimethylaminopyridine,4-二甲氨基吡啶 (DMAP),DMAP,毕得,500g,4-2,122.17,0.906,solid
1122-91-4,692,4-Bromobenzaldehyde,对溴苯甲醛,,adamas,25g,4-3,185.02,1.85,solid
112-31-2,693,Decyl aldehyde,癸醛,,energy,100ml,R7,156.27,0.83,liquid
1123-25-7,694,1-Methyl-1-cyclohexanecarboxylic acid,1-甲基-1-环已羧酸,,adamas,1g,1-4-2,142.2,1.0037,solid
1123-85-9,695,(2-phenyl-1-propanol;beta-Methylphenethyl alcohol),2-苯基-1-丙醇,,安耐吉,5g;25ml,2-2;gRLW,136.19,0.975,liquid
112-40-3,696,Dodecane,十二烷,,安耐吉,100ml,2-3a,170.33,0.75,liquid
112-41-4,697,1-Dodecene,1-十二烯,,adamas,25ml,3-4,168.32,0.758,liquid
112-43-6,698,10-Undecen-1-ol,10-十一烯醇,,adamas,5ml,3-4,170.29,0.85,liquid
1125-26-4,699,Vinylphenyldimethylsilane,二甲基苯基乙烯基硅烷,,adamas;安耐吉,5g;25ml,3-2,162.3,0.892,liquid
1126-46-1,700,Methyl 4-chlorobenzoate,4-氯苯甲酸甲酯,,毕得,5g,1-3-2,170.59,1.382,solid
1127-76-0,701,1-Ethylnaphthalene,1-乙基萘,,安耐吉,5g,R8,156.22,1.008,liquid
112-80-1,702,oleic acid,油酸,,adamas,25ml,1-4-3,282.46,0.89,liquid
112-82-3,703,1-Bromohexadecane,溴代十六烷,,adamas,25ml,1-3-1,305.34,0.999,liquid
1129-65-3,704,1-Phenyl-1-hexyne,1-苯基-1-己炔,,adamas;毕得,5g;1g,3-2;4-3A;gRH,158.24,0.9,liquid
1133-80-8,705,2-Bromofluorene,2-溴芴,,adamas,5g,1-3-3,245.11,1.4187,solid
1134-35-6,706,"4,4'-Dimethyl-2,2'-dipyridyl","4,4'-二甲基-2,2'-联吡啶",,安耐吉,25g,gR-配体,184.24,1.116,solid
113583-35-0,707,"2-Methylsulfonyl-4,6-dimethoxypyrimidine","4,6-二甲氧基-2-甲磺酰基嘧啶",,adamas,25g,3-4,218.23,1.317,solid
1137-68-4,708,2-(2-Pyridyl)benzimidazole,2-(2-吡啶基)苯并咪唑,,adamas,1g,gR-配体,195.22,1.2142,solid
1141-38-4,709,"2,6-NAPHTHALENEDICARBOXYLIC ACID","2,6-萘二羧酸",,adamas,5g,1-4-4,216.19,1.5,solid
1148-79-4,710,"2,2':6',2''-Terpyridine",α，α，α-三联吡啶,,毕得,1g,gR-配体,233.27,1.1901,solid
1149-23-1,711,"Diethyl 1,4-dihydro-2,6-dimethylpyridine-3,5-dicarboxylate","2,6-二甲基-1,4-二氢-3,5-吡啶二羧酸二乙酯",,adamas,25g,4-2-3,253.29,1.104,solid
115091-29-7,712,"4,4',4''-Tri-tert-Butyl-2,2':6',2''-terpyridine","4,4',4″-三叔丁基-2,2':6',2″-三联吡啶",,毕得;adamas,250mg;5g,2-4a;gR-配体,401.59,1.004,solid
115-11-7,713,Isobutylene,异丁烯,,adamas,100g,R3,56.11,0.5879,liquid
115-19-5,714,2-Methyl-3-butyn-2-ol,2-甲基-3-丁炔-2-醇,,adamas,25ml,3-2,84.12,0.868,liquid
115262-01-6,715,TriMethyl(broModifluoroMethyl)silane,二氟溴甲基三甲基硅烷,,安耐吉,5g,3-2,203.1,1.306,liquid
115-86-6,716,Triphenylphosphate,磷酸三苯酯,,安耐吉,100g,3-3,326.28,1.2055,solid
116230-30-9,717,2-Bromo-7-hydroxynaphthalene,2-溴-7-羟基萘,,adamas,25g,4-3-3,223.07,1.614,solid
117-08-8,718,Tetrachlorophthalic anhydride,四氯苯二甲酸酐,,adamas,100g,1-5-1,285.9,1.49,solid
117-34-0,719,"2,2-Diphenylacetic acid","2,2-二苯基乙酸",,安耐吉,5g,1-5-1,212.24,1.257,solid
117408-98-7,720,"2-[(4S)-4-tert-butyl-4,5-dihydro-1,3-oxazol-2-yl]pyridine",(S)-4-叔丁基-2-(2-氮苯基)恶唑啉,,毕得,1g,gR-配体,204.27,1.08,solid
117408-99-8,721,"(S)-2-(4-Phenyl-4,5-dihydro-oxazol-2-yl)-pyridine","(S)-2-(4-苯基-4,5-二氢-噁唑-2-基)-吡啶",,BLD,1g,gL-R,224.26,1.19,liquid
1186-10-3,722,Diethyl 3-Bromopropylphosphonate,二乙基(3-溴丙基)膦酸酯,,adamas,1g,1-3-1,259.08,1.348,liquid
118628-68-5,723,"(1R,2R)-(+)-N,N'-Dimethyl-1,2-diphenyl-1,2-ethane diamine","(1R,2R)-(+)-N,N'-二甲基-1,2-二苯基-1,2-乙烷二胺",,adamas,250mg,3-5,240.34,1.0485,solid
118-72-9,724,"2,6-Dimethylthiophenol","2,6-二甲基苯硫酚",,adamas,1g,R3,138.23,1.038,liquid
118-90-1,725,o-Toluic acid,邻甲基苯甲酸,,adamas,25g,1-5-1,136.15,1.062,solid
118-91-2,726,2-Chlorobenzoic acid,2-氯苯甲酸,,adamas,25g,1-5-5,156.57,1.544,solid
118-93-4,727,2'-Hydroxyacetophenone,2'-羟基苯乙酮,,adamas,25g,4-3-2,136.15,1.131,liquid
118949-61-4,728,"2,6-Bis[(4S)-(-)-isopropyl-2-oxazolin-2-yl]pyridine","(S,S)-2,6-双(4-异丙基-2-噁唑啉-2-基)吡啶",,BLD,1g,gR-配体,301.38,1.23,solid
1191-95-3,729,Cyclobutanone,环丁酮,,adamas,1g,R1,70.09,0.938,liquid
119-26-6,730,"2,4-Dinitrophenylhydrazine","2,4-二硝基苯肼",,安耐吉,25g,3-5,198.136,1.7,solid
1193-82-4,731,methyl phenyl sulfoxide,甲基苯基亚砜,,adamas,5g,4-4-3,140.2,1.1182,solid
119-53-9,732,benzoin,安息香,,adamas,100g,2-3,212.24,1.31,solid
1195-45-5,733,4-Fluorophenyl isocyanate,异氰酸对氟苯基酯,,adamas,25g,R7,137.11,1.206,liquid
119-61-9,734,Benzophenone,二苯甲酮,,adamas,100g,2-3,182.22,1.11,solid
119-64-2,735,"1,2,3,4-Tetrahydronaphthalene","1,2,3,4-四氢萘",,adamas,100g,1-5-2,132.2,0.973,liquid
1196-57-2,736,2-Quinoxalinone,2-羟基喹喔啉,,adamas,5g,4-3-3,146.15,1.2312,solid
119-91-5,737,"2,2'-Biquinoline","2,2'-联喹啉",,毕得,5g,gR-配体,256.3,0.9734,solid
120-12-7,738,Anthracene,蒽,,adamas,25g,R2,178.23,1.28,solid
12012-95-2,739,Allylpalladium(II) Chloride Dimer,氯化烯丙基钯(II)二聚物,,adamas,250mg,r3,365.89,,solid
12015-14-4,740,Ammonium-D4 chloride,氯化铵-d4,,麦克林,0,1-1A,53.49,,solid
120-23-0,741,2-Naphthyloxyacetic Acid,2-萘氧基乙酸,,adamas,25g,1-4-1,202.21,1.1868,solid
12027-06-4,742,Ammonium iodide,碘化铵,,adamas,25g,7-2,144.94,2.51,solid
120-33-2,743,Ethyl m-toluate,间甲基苯甲酸乙酯,,adamas,1g,2-4,164.2,1.03,liquid
1205-02-3,744,Benzoyl-DL-alanine,N-苄基-DL-丙氨酸,,安耐吉,5g,1-4-2,193.2,1.2307,solid
12069-32-8,745,Boron carbide,纳米碳化硼,,adamas,25g,7-1,55.25,2.51,solid
12069-69-1,746,Cupric carbonate basic,碱式碳酸铜,,adamas,100g,D3,221.11,4,solid
120-72-9,747,Indole,吲哚,,adamas,25g,4-2-2,117.15,1.22,solid
1207294-92-5,748,"5,7-Di-tert-butyl-3-phenylbenzo[d]oxazol-3-ium tetrafluoroborate","5,7-二叔丁基-3-苯基苯并[D]恶唑-3-鎓四氟硼酸盐",,adamas,5g;1g,2-5C;3-2,395.25,,solid
120801-75-4,749,Trimethylsilyl 2-(fluorosulphonyl)difluoroacetate,三甲基硅烷基 2-(氟磺酰基)二氟乙酸酯,,adamas,5g;0,2-3c;3-4A;R9,250.27,1.27,liquid
120801-75-4,750,Trimethylsilyl 2-(fluorosulphonyl)difluoroacetate,"三甲硅烷基 2,2-二氟-2-(氟磺酰)醋酸盐",,adamas,5g,4-3a;R1,250.27,1.27,liquid
120-80-9,751,Catechol,邻苯二酚,,安耐吉,25g,4-3-3,110.11,1.371,solid
120-92-3,752,Cyclopentanone,环戊酮,,安耐吉,100ml,2-3,84.12,0.951,liquid
1212-08-4,753,BENZENETHIOSULFONIC ACID S-PHENYL ESTER,S-苯基硫代苯基砜,,adamas;安耐吉,1g;5g,3-3B,250.34,1.35,solid
12124-97-9,754,Ammonium bromide,溴化铵,,adamas,25g,D2-4A,97.94,2.43,solid
12125-01-8,755,Ammonium fluoride,氟化铵,,安耐吉,500g,4-2c,37.04,1.11,solid
12125-02-9,756,Ammonium chloride,氯化铵,,general,500g,6-3,53.49,1.52,solid
12129-06-5,757,Pentamethylcyclopentadienyltitanium trichloride,五甲基环戊二烯基三氯化钛,,adamas,250mg,gR-催化剂,289.45,,solid
121-34-6,758,Vanillic acid,香草酸,,adamas,5g,1-4-5,168.15,1.3037,solid
121-39-1,759,ETHYL 3-PHENYLgLYCIDATE,3-苯基环氧乙烷甲酸乙酯,,adamas,5g,2-4,192.21,1.102,liquid
121-44-8,760,Triethylamine,三乙胺,,安耐吉,100ml,3-2C;R2,101.19,0.728,liquid
12150-46-8,761,"1,1'-Bis(diphenylphosphino)ferrocene","1,1'-双(二苯基膦)二茂铁 (DPPF)",,adamas,25g,3-3,554.38,,solid
121-69-7,762,"N,N-Dimethylaniline","N,N-二甲基苯胺",,安耐吉,100ml,3-5,121.18,0.956,liquid
1217-45-4,763,"9,10-Dicyanoanthracene","9,10-二氰基蒽",,adamas,1g,3-4,228.25,1.2027,solid
121-88-0,764,2-Amino-5-nitrophenol,2-氨基-5-硝基苯酚,,adamas,5g,3-5,154.12,1.3617,solid
121-98-2,765,Methyl anisate,4-甲氧基苯甲酸甲酯,,adamas,25g,2-4,166.17,1.1708,solid
122-18-9,766,Benzyldimethylhexadecylammonium chloride,西他氯铵,,adamas,100g,7-2,396.09,0.9089,solid
122-39-4,767,Diphenylamine,二苯胺,,麦克林,100g,3-5,169.22,1.16,solid
122-48-5,768,Vanillylacetone,姜酮,,adamas,25g,2-3,194.23,1.14,solid
122-52-1,769,Triethyl phosphite,亚磷酸三乙酯,,安耐吉,100ml,3-3,166.16,0.969,liquid
122-59-8,770,Phenoxyacetic Acid,苯氧乙酸,,adamas,25g,1-4-3;1-5A,152.15,1.2143,solid
122-66-7,771,"1,2-diphenylhydrazine",二苯肼,,adamas,5g,R2,184.24,1.158,solid
1226898-27-6,772,(R)-4-tert-Butyl-2-[(SP)-2-(diphenylphosphino)ferrocenyl]-2-oxazoline,(4R)-4-叔丁基-2-[(2S)-2-(二苯基膦基)二茂铁基]-2-噁唑啉,,BLD,250mg,R4,495.373361,,solid
122-84-9,773,1-(4-methoxyphenyl)propan-2-one,对甲氧基苯基丙酮,,adamas,25g,2-2b,164.2,1.067,liquid
1228571-53-6,774,(R)-2-(1-aminoethyl)-4-chlorophenol,(R)-2-(1-氨乙基)-4-氯苯酚,,adamas,5g,3-2B,171.62,1.252,solid
122860-33-7,775,1-cbz-4-hydroxymethylpiperidine,1-Cbz-4-羟甲基哌啶,,adamas,25g,2-4,249.31,1.162,liquid
122918-25-6,776,2-Bromo-6-cyanopyridine,2-溴-6-氰基吡啶,,adamas,10 g,75-62-7,183.01,1.72,solid
122-97-4,777,3-Phenyl-1-propanol,3-苯丙醇,,adamas;安耐吉,100ml;25g,2-2,136.19,1.001,liquid
123-11-5,778,p-Anisaldehyde,对甲氧基苯甲醛,,adamas,25g,4-3,136.15,1.121,liquid
123-19-3,779,4-Heptanone,4-庚酮,,adamas,25ml,2-3,114.19,0.817,liquid
123-38-6,780,Propionaldehyde,丙醛,,麦克林,500ml,R1,58.08,0.805,liquid
123-56-8,781,Succinimide,丁二酰亚胺,,adamas,100g,4-4-2,99.09,1.41,solid
123-62-6,782,Propionic Anhydride,丙酸酐,,adamas,25g,2-4,130.14,1.015,liquid
123640-38-0,783,"2,6-Di(1-pyrazolyl)pyridine","2,6-二(1-吡唑基)吡啶",,adamas,1g,gR-配体,211.22,1.32,solid
123-75-1,784,Pyrrolidine,四氢吡咯,,adamas,100ml,3-5,71.12,0.852,liquid
124-40-3,785,Dimethylamine,二甲胺,,adamas,100ml,3-5,45.08,0.89,liquid
124-41-4,786,Sodium methylate,甲醇钠,,adamas,500g,6-2,54.02,0.97,liquid
1246401-50-2,787,"(4R,4'R)-2,2'-[2-phenyl-1- (phenylmethyl)ethylidene]bis[4-(1-methylethyl)-4,5-dihydro-Oxazole","(4R,4'R)-2,2'-(1,3-二苯基丙烷-2,2-二基)双(4-苯基-4,5-二氢噁唑)",,adamas;BLD,250mg,gL-F;gL-R,486.6,,solid
124-73-2,788,"1,2-dibromotetrafluoroethane","1,2-二溴四氟乙烷",,,100g,L2,259.82,2.175,liquid
1252576-14-9,789,"(S)-4-benzyl-2-(quinolin-2-yl)-4,5-dihydrooxazole",(S)-4-苄基-2-(喹啉-2-基)噁唑啉,,BLD,250mg,gL-R,288.34,,solid
1257527-14-2,790,(S)-5-CF3-pyrox-tBu,"[2-[(4S)-4-叔丁基-4,5-二氢-2-恶唑基]-4-三氟甲基吡啶]",,adamas,100mg,3-3,272.27,1.25,solid
126-07-8,791,(+)-griseofulvin,(+)-灰黄霉素,,adamas,5g,3-2,352.77,1.2579,solid
126213-50-1,792,"3,4-Ethylenedioxythiophene","3,4-乙烯二氧噻吩",,adamas,5g,2-3,142.18,1.331,liquid
126-33-0,793,Sulfolane,环丁砜,,adamas;安耐吉,100g;500g,3-4;4-3C,120.17,1.261,liquid
126456-43-7,794,"(1S,2R)-(-)-cis-1-Aminoindan-2-ol","(1S,2R)-(-)-顺式-1-氨基-2-茚醇",,adamas,25g,2-2,149.19,1.0753,solid
126456-43-7,795,"(1S,2R)-(-)-cis-1-Aminoindan-2-ol","(1S,2R)-(-)-1-氨基-2-茚醇",,adamas,100g,2-2,149.19,1.0753,solid
127-08-2,796,Potassium acetate,乙酸钾,,毕得,500g,6-2,98.14,1.57,solid
1270-98-0,797,Cyclopentadienyltitanium(IV) Trichloride,三氯一茂钛,,毕得;adamas,1g,D2;gR-催化剂,219.32,,solid
1271-19-8,798,Titanocene Dichloride,二氯二茂钛,,adamas,25g,gR-催化剂,248.96,1.6,solid
1271-42-7,799,ferrocenecarboxylic acid,二茂铁甲酸,,adamas,25g,1-4-3,230.04,,solid
127-17-3,800,Pyruvic acid,丙酮酸,,adamas,25g,1-4-3,88.06,1.267,liquid
127-47-9,801,retinol acetate,醋酸维生素A,,adamas,25g,R8,328.49,1.0474,solid
127-65-1,802,Chloramine-T,氯胺T,,安耐吉,100g,3-4,227.64,1.401,solid
128071-98-7,803,4-Bromo-2-fluoropyridine,4-溴-2-氟吡啶,,adamas,1g,1-3-3,175.99,1.713,liquid
128-08-5,804,N-Bromosuccinimide,N-溴代丁二酰亚胺,,安耐吉;TCI,100g;25g,4-4-2;R9,177.98,2.098,solid
128-09-6,805,N-Chlorosuccinimide,N-氯代丁二酰亚胺,,adamas;TCI,500g;100g;25g,3-1B;4-2-3;gRLW,133.53,1.65,solid
128143-88-4,806,"2,6-bis(2-pyridyl)-4(1H)-pyridone","2,6-二(2-吡啶基)-4(1H)-吡啶酮",,adamas,1g,2-4A,249.27,1.269,solid
128143-89-5,807,"4'-Chloro-2,2':6',2''-terpyridine","4'-氯-2,2':6',2''-三联吡啶",,adamas,250mg,2-4A,267.71,1.2245,solid
128-56-3,808,1-Anthraquinonesulfonic acid sodium salt,蒽醌-1-磺酸钠,,adamas,5g,L6,312.27,,solid
128851-73-0,809,6-bromo-1-benzofuran,6-溴苯并呋喃,,adamas,1g,R3,197.03,1.608,solid
129-00-0,810,Pyrene,芘,,adamas,25g,1-1;1-5-2,202.25,1.271,solid
1291-47-0,811,"1,1'-dimethylferrocene",二甲基二茂铁,,adamas,1g,D3,214.08,1.2349,solid
1295-35-8,812,"Bis(1,5-cyclooctadiene)nickel(0)","双(1,5-环辛二烯)合镍(0)",,adamas,2g,gR-催化剂,275.06,,solid
129722-34-5,813,"3,4-Dihydro-7-(4-bromobutoxy)-2(1H)-quinolinone","7-(4-溴丁氧基)-3,4-二氢喹啉-2(1H)-酮",,adamas,5g,L3,298.18,1.383,solid
1301-96-8,814,Silver(II) oxide,过氧化银,,赛默飞,5g,gR-催化剂,123.87,7.483,solid
13036-02-7,815,Dimethyl 5-hydroxyisophthalate,5-羟基间苯二甲酸二甲酯,,adamas,25g,2-4;4-3-1,210.18,1.284,solid
13057-17-5,816,Bromomethyl Methyl Ether,溴甲基甲醚,,adamas,25g,R1,124.96,1.531,liquid
13061-96-6,817,Methylboronic acid,甲基硼酸,,adamas,25g,2-4,59.86,0.965,solid
13081-18-0,818,ethyl trifluoropyruvate,"3,3,3-三氟丙酮酸乙酯",,adamas;安耐吉,25g;5g,2-4;R8,170.09,1.283,liquid
1308-96-9,819,Europium(III) oxide,氧化铕,,adamas,25g,D2,351.93,7.42,solid
130-95-0,820,quinine,奎宁,,adamas,1g,4-2,324.42,1.1294,solid
13104-56-8,821,"4'-(4-methoxyphenyl)-2,2',6',2''-terpyridine","4'-(4-甲氧基苯基)-2,2':6',2''-三吡啶",,adamas,250mg,2-4A,339.39,1.174,solid
1310-58-3,822,Potassium hydroxide,氢氧化钾,,general,500g,4-2a,56.11,1.45,solid
1310-65-2,823,Lithium hydroxide,"氢氧化锂,无水",,adamas;3A,100g,6-1,23.95,1.43,solid
13106-85-9,824,"2,4,6-Trimethoxypyrimidine","2,4,6-三甲氧基嘧啶",,adamas,250mg,4-2-3,170.17,1.15,solid
131-08-8,825,Sodium anthraquinone-2-sulfonate,蒽醌-2-磺酸钠,,adamas,5g,2-3,312.27,1.66,solid
131-09-9,826,2-Chloroanthraquinone,2-氯蒽醌,,adamas,25g,2-3,242.66,1.2377,solid
13139-86-1,827,4-methoxyphenylmagnesium bromide,4-甲氧基苯基溴化镁,,安耐吉,100ml,R5,211.34,0.955,liquid
1314-13-2,828,Zinc oxide,氧化锌,,adamas,5g,5-1,81.39,5.6,solid
131747-41-6,829,2-(trifluoromethyl)isonicotinic acid,2-(三氟甲基)异烟酸,,adamas,1g,1-4b;1-5A,191.11,1.484,solid
131833-89-1,830,"(S,S)-4,4′-diisopropyl-4,5,4′,5′-tetrahydro[2.2]bioxazolyl","(4S,4'S)-4,4'-二异丙基-4,4',5,5'-四氢-2,2'-双噁唑",,BLD,1g,gL-R,224.3,1.19,solid
131833-93-7,831,"(S,S)-(-)-2,2'-Isopropylidenebis(4-tert-butyl-2-oxazoline)","(S,S)-(-)-2,2'-异亚丙基双(4-叔丁基-2-恶唑啉)",,BLD,1g,gL-R,294.43,1.04,solid
131864-67-0,832,"(+)-2,6-Bis[(4R)-4-(i-propyl)-2-oxazolin-2-yl]pyridine","R,R-2,6-双(4-异丙基-2-恶唑啉-2-基)吡啶",,BLD,1g,gL-R,301.38,1.23,solid
132-16-1,833,Iron phthalocyanine,铁酞菁,,adamas,5g,D3,568.37,0.326,solid
13254-34-7,834,"2-heptanol, 2,6-dimethyl-","2,6-二甲基-2-庚醇",,adamas,25g,2-2,144.25,0.81,liquid
13287-42-8,835,(2-bromoethyl)oxirane,"4-溴-1,2-环氧丁烷",,adamas,1g,R7,151.0,1.521,liquid
13325-10-5,836,4-Amino-1-butanol,4-氨基-1-丁醇,,adamas,5g,2-2,89.14,0.967,liquid
13329-40-3,837,4'-Iodoacetophenone,4-碘苯乙酮,,安耐吉,25g,1-2-3,246.05,1.7411,solid
13331-23-2,838,2-Furylboronic acid,2-呋喃硼酸,,adamas,5g,2-4,111.89,1.25,solid
1333-86-4,839,Carbon Black,炭黑,,adamas,1g,7-1,12.01,1.7,solid
